PERSPECTIVE_NL:Aan_te_leggen_lijn_in_onafhankelijke_baan
PERSPECTIVE_NL:Aan_te_leggen_station
PERSPECTIVE_NL:Aan_te_leggen_station_of_halte
URBAN_DU:Accessibilite_lineaire
URBAN_DCE_IVBE:Akteneming
URBAN_DPC_PA:BAST_AMENAGEMENTS_URBAINS_PUBLICS
URBAN_DPC_PA:Anciens_cimetieres
URBAN_DPC_PN:Arbres_remarquables
URBAN_DPC_PN:Arbres_remarquables_abattus_ou_disparus
URBAN_DCE_AE:ARCHEOLOGISCHE_LANDSCHAP_BESCHERMING_AANVRAAG_PROCEDURE
URBAN_DCE_AE:ARCHEOLOGISCHE_LANDSCHAP_BESCHERMING_DEFINITIEF_BESLUIT
URBAN_DCE_AE:ARCHEOLOGISCHE_LANDSCHAP_BEWAARLIJST_AANVRAAG_PROCEDURE
URBAN_DCE_AE:ARCHEOLOGISCHE_LANDSCHAP_BEWAARLIJST_DEFINITIEF_BESLUIT
URBAN_DCE_AE:Archeologische_interventies
URBAN_DU:Accessibilite_ponctuelle
URBAN_DPC_IPB:Arretes_de_non_classement
PERSPECTIVE_FR:Autoroutes
PERSPECTIVE_NL:Autosnelweg
PERSPECTIVE_FR:PRDD_A10_C1_PENETRANTES
PERSPECTIVE_FR:PRDD_A10_C21_A4_AXES_PENETRANT
PERSPECTIVE_FR:PRDD_A10_C5_AXES_ECO
PERSPECTIVE_FR:PRDD_A10_C9_AXES_STRUCTURANTS
PERSPECTIVE_NL:BBP
CIRB_URBIS:Batiment_2018
CIRB_URBIS:Batiment_2019
CIRB_URBIS:Batiment_2020
PERSPECTIVE_NL:Beeldkwaliteitsplan
URBAN_DCE_IVBE:Besluit_tot_niet_bescherming
PERSPECTIVE_NL:GPDO_A10_C6_STATIONS_TCHC_EXISTANTES_NL
PERSPECTIVE_NL:GPDO_A10_C4_NIL_EXISTANTS_100_NL
PERSPECTIVE_NL:GPDO_A10_C6_LIGNES_TCHC_EXISTANTES_NL
URBAN_DPC_IPB:Biens_classes_ou_en_sauvegarde
URBAN_DCE_AE:BAST_BINNENPLAATSEN
